PriceDate,Category,HighAlch,ItemName,LowAlch,MembersOnly,Price
1411542000,Melee weapons - low level,0,Off-hand adamant sword,0,No,746
1412319600,Melee weapons - low level,0,Off-hand adamant sword,0,No,746
1411455600,Melee weapons - low level,0,Off-hand adamant sword,0,No,746
1412233200,Melee weapons - low level,0,Off-hand adamant sword,0,No,746
1411369200,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1412146800,Melee weapons - low level,0,Off-hand adamant sword,0,No,746
1411282800,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1412060400,Melee weapons - low level,0,Off-hand adamant sword,0,No,746
1411196400,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1411110000,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410246000,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1411023600,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410159600,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410937200,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410073200,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410850800,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1409986800,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410764400,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1409900400,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410678000,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1409814000,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410591600,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1409727600,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410505200,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1409641200,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410418800,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1409554800,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1410332400,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1409468400,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1409382000,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1408518000,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1409295600,Melee weapons - low level,0,Off-hand adamant sword,0,No,756
1408431600,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1409209200,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408345200,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1409122800,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408258800,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1409036400,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408172400,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408950000,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408086000,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408863600,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1407999600,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408777200,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1407913200,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408690800,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1407826800,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1408604400,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1407740400,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1407654000,Melee weapons - low level,0,Off-hand adamant sword,0,No,758
1406790000,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1407567600,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406703600,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1407481200,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406617200,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1407394800,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406530800,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1407308400,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406444400,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1407222000,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406358000,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1407135600,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406271600,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1407049200,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406185200,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406962800,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406098800,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1406876400,Melee weapons - low level,0,Off-hand adamant sword,0,No,744
1406012400,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1405926000,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1405062000,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1405839600,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404975600,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1405753200,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404889200,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1405666800,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404802800,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1405580400,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404716400,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1405494000,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404630000,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1405407600,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404543600,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1405321200,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404457200,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1405234800,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404370800,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1405148400,Melee weapons - low level,0,Off-hand adamant sword,0,No,759
1404284400,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1404198000,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403679600,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403593200,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1404111600,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403506800,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403420400,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1404025200,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403334000,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403247600,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403938800,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403161200,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403074800,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1403852400,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1402988400,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1403766000,Melee weapons - low level,0,Off-hand adamant sword,0,No,781
1402902000,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402815600,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401951600,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402729200,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401865200,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402642800,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401778800,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402556400,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401692400,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402470000,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401606000,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402383600,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401519600,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402297200,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401433200,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402210800,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401346800,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402124400,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401260400,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1402038000,Melee weapons - low level,0,Off-hand adamant sword,0,No,809
1401174000,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1401087600,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400223600,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1401001200,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400137200,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400914800,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400050800,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400828400,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1399964400,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400742000,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1399791600,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400655600,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1399705200,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400569200,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1399618800,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400482800,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1399532400,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400396400,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1399446000,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1400310000,Melee weapons - low level,0,Off-hand adamant sword,0,No,830
1399359600,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1399273200,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398409200,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1399186800,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398322800,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1399100400,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398236400,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1399014000,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398150000,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398927600,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398063600,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398841200,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1397977200,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398754800,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1397890800,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398668400,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1397804400,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398582000,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1397718000,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1398495600,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1397631600,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1397545200,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1396681200,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1397458800,Melee weapons - low level,0,Off-hand adamant sword,0,No,862
1396594800,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1397372400,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396508400,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1397286000,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396422000,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1397199600,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396335600,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1397113200,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396249200,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1397026800,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396162800,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396940400,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396076400,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396854000,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1395990000,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1396767600,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1395903600,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1395817200,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1394953200,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395730800,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1394866800,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395644400,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1394780400,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395558000,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1394694000,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395471600,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1394607600,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395385200,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1394521200,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395298800,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1394434800,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395212400,Melee weapons - low level,0,Off-hand adamant sword,0,No,861
1394352000,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395126000,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1394265600,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1395039600,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1394179200,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1394092800,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1393228800,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1394006400,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1393142400,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1393920000,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1393056000,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1393833600,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1392969600,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1393747200,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1392883200,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1393660800,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1392796800,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1393574400,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1392710400,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1393488000,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1392624000,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1393401600,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1392537600,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1393315200,Melee weapons - low level,0,Off-hand adamant sword,0,No,882
1392451200,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1392364800,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1391500800,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1392278400,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1391414400,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1392192000,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1391328000,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1392105600,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1391241600,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1392019200,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1391155200,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1391932800,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1391068800,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1391846400,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1390982400,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1391760000,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1390896000,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1391673600,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1390809600,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1391587200,Melee weapons - low level,0,Off-hand adamant sword,0,No,911
1390723200,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1390636800,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389772800,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1390550400,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389686400,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1390464000,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389600000,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1390377600,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389513600,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1390291200,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389427200,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1390204800,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389340800,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1390118400,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389254400,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1390032000,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389168000,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1389945600,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1389081600,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1389859200,Melee weapons - low level,0,Off-hand adamant sword,0,No,896
1388995200,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388908800,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388044800,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388822400,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387958400,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388736000,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387872000,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388649600,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387785600,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388563200,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387699200,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388476800,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387612800,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388390400,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387526400,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388304000,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387440000,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1388217600,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387353600,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1388131200,Melee weapons - low level,0,Off-hand adamant sword,0,No,924
1387267200,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1387180800,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386316800,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1387094400,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386230400,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1387008000,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386144000,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386921600,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386057600,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386835200,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1385971200,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386748800,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1385884800,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386662400,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1385798400,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386576000,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1385712000,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386489600,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1385625600,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1386403200,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1385539200,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1385452800,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1384588800,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1385366400,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1384502400,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1385280000,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1384416000,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1385193600,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1384329600,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1385107200,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1384243200,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1385020800,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1384156800,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1384934400,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1384070400,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1384848000,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1383984000,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1384761600,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1383897600,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1384675200,Melee weapons - low level,0,Off-hand adamant sword,0,No,947
1383811200,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383724800,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382857200,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383638400,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382770800,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383552000,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382684400,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383462000,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382598000,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383375600,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382511600,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383289200,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382425200,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383202800,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382338800,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383116400,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382252400,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1383030000,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382166000,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382943600,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1382079600,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1381993200,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1381042800,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1381906800,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1380956400,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1381820400,Melee weapons - low level,0,Off-hand adamant sword,0,No,970
1380870000,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1381647600,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1380783600,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1381561200,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1380697200,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1381474800,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1380610800,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1381388400,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
1380524400,Melee weapons - low level,0,Off-hand adamant sword,0,No,981
